
Date: 8/14/2018 4:17:46 PM
Name: 
Description: 
Module Type: SM125
Mux Level: No Switch
HW Acquisition Rate: 1 Hz
Wavelength Tracking: 400 pm / acquistion
Normalized: True

IP Address: 10.2.117.165
      Port: 50000

IDN: sm125 0.8
Image ID: 0.0
S/N: SIA38D

CH 1 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Threshold: -50.00 dB
	Rel. Thresh.: -8.00 dB
	Width Level: 3.00 dB
	Width: 0.10 nm
	Detect Valley: False

CH 2 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Threshold: -50.00 dB
	Rel. Thresh.: -8.00 dB
	Width Level: 3.00 dB
	Width: 0.10 nm
	Detect Valley: False

CH 3 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Threshold: -50.00 dB
	Rel. Thresh.: -8.00 dB
	Width Level: 3.00 dB
	Width: 0.10 nm
	Detect Valley: False

CH 4 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Threshold: -50.00 dB
	Rel. Thresh.: -8.00 dB
	Width Level: 3.00 dB
	Width: 0.10 nm
	Detect Valley: False

Wavelength Start (nm): 1510.0000
Wavelength Delta (nm): 0.0050

Wvl (nm)	 CH 1 	 CH 2 	 CH 3 	 CH 4 
1526.1250	-59.6400	-50.5800	-57.8600	-48.4700
1526.1300	-59.5000	-50.5700	-57.8800	-48.4400
1526.1350	-59.3900	-50.5600	-57.8600	-48.5100
1526.1400	-59.3900	-50.7400	-58.0800	-48.3300
1526.1450	-59.3700	-50.5700	-57.8800	-48.2000
1526.1500	-59.3400	-50.5200	-57.8100	-48.1800
1526.1550	-59.3500	-50.5800	-57.9200	-48.2100
1526.1600	-59.3600	-50.6600	-58.0900	-48.1500
1526.1650	-59.2000	-50.5300	-57.9100	-48.1600
1526.1700	-59.2300	-50.5200	-57.9000	-48.0700
1526.1750	-59.2700	-50.5200	-57.8300	-48.0300
1526.1800	-59.3100	-50.5200	-57.7000	-48.0500
1526.1850	-59.3500	-50.5300	-57.6300	-48.0400
1526.1900	-59.3400	-50.5700	-57.8100	-48.0100
1526.1950	-59.3300	-50.5400	-57.8300	-48.0900
1526.2000	-59.2800	-50.6100	-57.8600	-48.1900
1526.2050	-59.2800	-50.7000	-57.9200	-48.2800
1526.2100	-59.3300	-50.7100	-57.9000	-48.4400
1526.2150	-59.3700	-50.6700	-57.7600	-48.2900
1526.2200	-59.4400	-50.6600	-57.8300	-48.3100
1526.2250	-59.4400	-50.7000	-57.9100	-48.4300
1526.2300	-59.4300	-50.7300	-57.8900	-48.4900
1526.2350	-59.4900	-50.6900	-57.8600	-48.4900
1526.2400	-59.6300	-50.6500	-57.8100	-48.3800
1526.2450	-59.6300	-50.7100	-57.8600	-48.4500
1526.2500	-59.6600	-50.6600	-57.8000	-48.5500
1526.2550	-59.7100	-50.5100	-57.5600	-48.4100
1526.2600	-59.7200	-50.5500	-57.6300	-48.4100
1526.2650	-59.7500	-50.5600	-57.8200	-48.4800
1526.2700	-59.7800	-50.5900	-57.8700	-48.4400
1526.2750	-59.8000	-50.5900	-57.8200	-48.3200
1526.2800	-59.8200	-50.5500	-57.7900	-48.3700
1526.2850	-59.8600	-50.6400	-57.9100	-48.3200
1526.2900	-59.7800	-50.6600	-57.9000	-48.2500
1526.2950	-59.6100	-50.6200	-57.8700	-48.2400
1526.3000	-59.4700	-50.5500	-57.8400	-48.3000
1526.3050	-59.3800	-50.5000	-57.7900	-48.2700
1526.3100	-59.2800	-50.5500	-57.9400	-48.1900
1526.3150	-59.3600	-50.6700	-57.9800	-48.1100
1526.3200	-59.3700	-50.6500	-57.9300	-48.0800
1526.3250	-59.2900	-50.5900	-57.8600	-48.1400
1526.3300	-59.1700	-50.6700	-57.9500	-48.2700
1526.3350	-59.1100	-50.6000	-57.8600	-48.3700
1526.3400	-59.1400	-50.6200	-57.8000	-48.3400
1526.3450	-59.1600	-50.6000	-57.8200	-48.2900
1526.3500	-59.2100	-50.5900	-57.9000	-48.3300
1526.3550	-59.3000	-50.7900	-57.9900	-48.3100
1526.3600	-59.2500	-50.6800	-57.9200	-48.3700
1526.3650	-59.2500	-50.6100	-57.8000	-48.4400
1526.3700	-59.2900	-50.5800	-57.7100	-48.4600
1526.3750	-59.3500	-50.5900	-57.7200	-48.3900
1526.3800	-59.3900	-50.6000	-57.9400	-48.4600
1526.3850	-59.3500	-50.6600	-57.9400	-48.3700
1526.3900	-59.3100	-50.6500	-57.8900	-48.4400
1526.3950	-59.3500	-50.6600	-57.8700	-48.6000
1526.4000	-59.4300	-50.7400	-57.9100	-48.4100
1526.4050	-59.3500	-50.6500	-57.8800	-48.4800
1526.4100	-59.3500	-50.6300	-57.9000	-48.4800
1526.4150	-59.4900	-50.6000	-57.8400	-48.4100
1526.4200	-59.6200	-50.5900	-57.8000	-48.3400
1526.4250	-59.6800	-50.6200	-58.0100	-48.4000
1526.4300	-59.8300	-50.7700	-58.0300	-48.2300
1526.4350	-59.7700	-50.6000	-57.9300	-48.2200
1526.4400	-59.7500	-50.6000	-57.9300	-48.2900
1526.4450	-59.7700	-50.7600	-58.0800	-48.3400
1526.4500	-59.7700	-50.7800	-58.1900	-48.3000
1526.4550	-59.6700	-50.6600	-57.9600	-48.2200
1526.4600	-59.6000	-50.5800	-57.8500	-48.2400
1526.4650	-59.5200	-50.6000	-57.8900	-48.3100
1526.4700	-59.4500	-50.6900	-57.9800	-48.3000
1526.4750	-59.4200	-50.6800	-57.9100	-48.2200
1526.4800	-59.3200	-50.7100	-57.9900	-48.3200
1526.4850	-59.3100	-50.7200	-57.9800	-48.3300
1526.4900	-59.2900	-50.7100	-57.9500	-48.2400
1526.4950	-59.2700	-50.7200	-57.9900	-48.1900
1526.5000	-59.2500	-50.7800	-58.0000	-48.2400
1526.5050	-59.0100	-50.5300	-57.9300	-48.4400
1526.5100	-59.0800	-50.5200	-57.8900	-48.4500
1526.5150	-59.1900	-50.6100	-57.9200	-48.3100
1526.5200	-59.2300	-50.6300	-58.0000	-48.4100
1526.5250	-59.2200	-50.6200	-57.7600	-48.4400
1526.5300	-59.1500	-50.5300	-57.7600	-48.6300
1526.5350	-59.2100	-50.5800	-57.8000	-48.6400
1526.5400	-59.3000	-50.6700	-57.8600	-48.4500
1526.5450	-59.3400	-50.6700	-57.9600	-48.5300
1526.5500	-59.3100	-50.7400	-57.9500	-48.4200
1526.5550	-59.4600	-50.7100	-57.9500	-48.3600
1526.5600	-59.4600	-50.6200	-57.9000	-48.3100
1526.5650	-59.4500	-50.5300	-57.7900	-48.2500
1526.5700	-59.5300	-50.4800	-57.6800	-48.2100
1526.5750	-59.5100	-50.4900	-57.8100	-48.2000
1526.5800	-59.5600	-50.4800	-57.7300	-48.1900
1526.5850	-59.5700	-50.5100	-57.7100	-48.1700
1526.5900	-59.5600	-50.5600	-57.8500	-48.1800
1526.5950	-59.5600	-50.6100	-57.8200	-48.1400
1526.6000	-59.6200	-50.7300	-58.0100	-48.1800
1526.6050	-59.6800	-50.6100	-57.9400	-48.1600
1526.6100	-59.7300	-50.5900	-57.8900	-48.1100
1526.6150	-59.7500	-50.7500	-58.0500	-48.1100
1526.6200	-59.7000	-50.8200	-58.0700	-48.2500
1526.6250	-59.6500	-50.6100	-57.9300	-48.2500
1526.6300	-59.6800	-50.6200	-57.9100	-48.2000
1526.6350	-59.6800	-50.7200	-57.9900	-48.2100
1526.6400	-59.5900	-50.7800	-58.0700	-48.3900
1526.6450	-59.3800	-50.5600	-57.8600	-48.3000
1526.6500	-59.3000	-50.5900	-57.8800	-48.4300
1526.6550	-59.1400	-50.6200	-57.9400	-48.5100
1526.6600	-59.0200	-50.6100	-57.9600	-48.4900
1526.6650	-58.9700	-50.5800	-57.9200	-48.6000
1526.6700	-58.8500	-50.4900	-57.8800	-48.5500
1526.6750	-58.9200	-50.5800	-57.8500	-48.6100
1526.6800	-58.9700	-50.5500	-57.8000	-48.5900
1526.6850	-58.9800	-50.4600	-57.7200	-48.4500
1526.6900	-58.9800	-50.4500	-57.5900	-48.5300
1526.6950	-59.1200	-50.5600	-57.7800	-48.4800
1526.7000	-59.2500	-50.5400	-57.8100	-48.3800
1526.7050	-59.3300	-50.5100	-57.8400	-48.2900
1526.7100	-59.3700	-50.5400	-57.9100	-48.2200
1526.7150	-59.3700	-50.7100	-57.8500	-48.1300
1526.7200	-59.4300	-50.6200	-57.9600	-48.1300
1526.7250	-59.4000	-50.5600	-57.9000	-48.1300
1526.7300	-59.4500	-50.5600	-57.8300	-48.0800
1526.7350	-59.5100	-50.5900	-57.8700	-47.9700
1526.7400	-59.4600	-50.5600	-57.8200	-48.0300
1526.7450	-59.5800	-50.5900	-57.8800	-47.9800
1526.7500	-59.4900	-50.5700	-57.8800	-48.0200
1526.7550	-59.5200	-50.6000	-57.8700	-48.0600
1526.7600	-59.6100	-50.6400	-57.9200	-47.9400
1526.7650	-59.4800	-50.4000	-57.6600	-48.1500
1526.7700	-59.5800	-50.5400	-57.7100	-48.2500
1526.7750	-59.5900	-50.5900	-57.8300	-48.3500
1526.7800	-59.5600	-50.5900	-57.9100	-48.4500
1526.7850	-59.5100	-50.6100	-57.8400	-48.3900
1526.7900	-59.4100	-50.4600	-57.8600	-48.4900
1526.7950	-59.2800	-50.4600	-57.8000	-48.5800
1526.8000	-59.2700	-50.4600	-57.8200	-48.6400
1526.8050	-59.3200	-50.4900	-57.8600	-48.6100
1526.8100	-59.3400	-50.5700	-57.8000	-48.4500
1526.8150	-59.2400	-50.5600	-57.8700	-48.5900
1526.8200	-59.2400	-50.5200	-57.8200	-48.4300
1526.8250	-59.2000	-50.5000	-57.7900	-48.2700
1526.8300	-59.0600	-50.4500	-57.7900	-48.3200
1526.8350	-58.8600	-50.3300	-57.6600	-48.2000
1526.8400	-58.9500	-50.4500	-57.7400	-48.1600
1526.8450	-58.9700	-50.5100	-57.8500	-48.1300
1526.8500	-59.0500	-50.4900	-57.8400	-48.0900
1526.8550	-59.1400	-50.4600	-57.7500	-48.0100
1526.8600	-59.2000	-50.5400	-57.9100	-48.0400
1526.8650	-59.2000	-50.5700	-57.7200	-47.9700
1526.8700	-59.2700	-50.5300	-57.6800	-47.9600
1526.8750	-59.3300	-50.5600	-57.7700	-47.9700
1526.8800	-59.3500	-50.6200	-57.8900	-47.9400
1526.8850	-59.4100	-50.3800	-57.6000	-47.9900
1526.8900	-59.3700	-50.4000	-57.6600	-48.0500
1526.8950	-59.4100	-50.5200	-57.8500	-48.1500
1526.9000	-59.4100	-50.6000	-57.9900	-48.2600
1526.9050	-59.3600	-50.5600	-57.8900	-48.2900
1526.9100	-59.3800	-50.5100	-57.7700	-48.3800
1526.9150	-59.3900	-50.4800	-57.7600	-48.4300
1526.9200	-59.4400	-50.4900	-57.7600	-48.4400
1526.9250	-59.4800	-50.5400	-57.7800	-48.4200
1526.9300	-59.4600	-50.5900	-57.8900	-48.4700
1526.9350	-59.3500	-50.3800	-57.6800	-48.5100
1526.9400	-59.3700	-50.5700	-57.8700	-48.5000
1526.9450	-59.4000	-50.7100	-58.0300	-48.4900
1526.9500	-59.4100	-50.6800	-57.9600	-48.5000
1526.9550	-59.3900	-50.5000	-57.6600	-48.3400
1526.9600	-59.3200	-50.5300	-57.7800	-48.2900
1526.9650	-59.3600	-50.4300	-57.6800	-48.2100
1526.9700	-59.3600	-50.4100	-57.6400	-48.1600
1526.9750	-59.3300	-50.4500	-57.7600	-48.1600
1526.9800	-59.2900	-50.3400	-57.7400	-48.0900
1526.9850	-59.2400	-50.4800	-57.7800	-48.0500
1526.9900	-59.1900	-50.5000	-57.7400	-48.0300
1526.9950	-59.1200	-50.5000	-57.7100	-48.0100
1527.0000	-59.1200	-50.5200	-57.7500	-47.9500
1527.0050	-59.2700	-50.6200	-57.7500	-47.9800
1527.0100	-59.0500	-50.5400	-57.8600	-48.0500
1527.0150	-59.0100	-50.5000	-57.8400	-48.0800
1527.0200	-59.0200	-50.5200	-57.8300	-48.0800
1527.0250	-59.0400	-50.5700	-57.9400	-48.1100
1527.0300	-59.0800	-50.5700	-57.8400	-48.1300
1527.0350	-59.1600	-50.4200	-57.6800	-48.1200
1527.0400	-59.1700	-50.4100	-57.7000	-48.1800
1527.0450	-59.1800	-50.4500	-57.8400	-48.3000
1527.0500	-59.2500	-50.4600	-57.8600	-48.3000
1527.0550	-59.4300	-50.5300	-58.0100	-48.2800
1527.0600	-59.3500	-50.4700	-57.9200	-48.4000
1527.0650	-59.3600	-50.5000	-57.8000	-48.4400
1527.0700	-59.4600	-50.5900	-57.7600	-48.3300
1527.0750	-59.5900	-50.5900	-57.7800	-48.3600
1527.0800	-59.4700	-50.4700	-57.7300	-48.4500
1527.0850	-59.4700	-50.3900	-57.7100	-48.4200
1527.0900	-59.4400	-50.4100	-57.7300	-48.3600
1527.0950	-59.3900	-50.4800	-57.7700	-48.3600
1527.1000	-59.3300	-50.4100	-57.7300	-48.3300
1527.1050	-59.2800	-50.3500	-57.6600	-48.2800
1527.1100	-59.2600	-50.3800	-57.7900	-48.2300
1527.1150	-59.2100	-50.3500	-57.8300	-48.1600
1527.1200	-59.1900	-50.2800	-57.6700	-48.0900
1527.1250	-59.2800	-50.3600	-57.6700	-48.1100
1527.1300	-59.4200	-50.5400	-57.8600	-47.9800
1527.1350	-59.3900	-50.5400	-57.9200	-47.9100
1527.1400	-59.3600	-50.5500	-57.8900	-47.9500
1527.1450	-59.3600	-50.5900	-57.8200	-48.0100
1527.1500	-59.2500	-50.3400	-57.7600	-47.9400
1527.1550	-59.3300	-50.3700	-57.7500	-47.9400
1527.1600	-59.2900	-50.4300	-57.8100	-47.9800
1527.1650	-59.2600	-50.4900	-57.9100	-48.0200
1527.1700	-59.2600	-50.5400	-57.9600	-48.0300
1527.1750	-59.1500	-50.5200	-57.9100	-47.9900
1527.1800	-59.0800	-50.3600	-57.8000	-48.1300
1527.1850	-59.0600	-50.4400	-57.8200	-48.2800
1527.1900	-59.0400	-50.5200	-57.8500	-48.3300
1527.1950	-59.0200	-50.3000	-57.5300	-48.3800
1527.2000	-59.0800	-50.4000	-57.7800	-48.3200
1527.2050	-59.0800	-50.4100	-57.7000	-48.3900
1527.2100	-59.1200	-50.4200	-57.7500	-48.4600
1527.2150	-59.2300	-50.4900	-57.9500	-48.4100
1527.2200	-59.3700	-50.5700	-57.8800	-48.2400
1527.2250	-59.1900	-50.4300	-57.8800	-48.4100
1527.2300	-59.3700	-50.5600	-57.8600	-48.3300
1527.2350	-59.4700	-50.6000	-57.8800	-48.2200
1527.2400	-59.4600	-50.4800	-57.9300	-48.3600
1527.2450	-59.4500	-50.3100	-57.7800	-48.2600
1527.2500	-59.5900	-50.4900	-57.8800	-48.1200
1527.2550	-59.5700	-50.5500	-57.8400	-48.0700
1527.2600	-59.5200	-50.4600	-57.6800	-48.0800
1527.2650	-59.4700	-50.3100	-57.5100	-48.0200
1527.2700	-59.4300	-50.3300	-57.6500	-48.1100
1527.2750	-59.5000	-50.4000	-57.7100	-48.0200
1527.2800	-59.4900	-50.4400	-57.8200	-47.9700
1527.2850	-59.4800	-50.5200	-57.9300	-47.9400
1527.2900	-59.4600	-50.6200	-57.9600	-47.8400
1527.2950	-59.3300	-50.4900	-57.8900	-48.0000
1527.3000	-59.3100	-50.4900	-57.7800	-47.9500
1527.3050	-59.3200	-50.4100	-57.7000	-47.9700
1527.3100	-59.3200	-50.3700	-57.7000	-48.1000
1527.3150	-59.3000	-50.4600	-57.8300	-48.1300
1527.3200	-59.3100	-50.4000	-57.7500	-48.2300
1527.3250	-59.1800	-50.2900	-57.6000	-48.2800
1527.3300	-59.1900	-50.4300	-57.6600	-48.3400
1527.3350	-59.2000	-50.5800	-57.8400	-48.4100
1527.3400	-59.1600	-50.5100	-57.7900	-48.3800
1527.3450	-59.1000	-50.3600	-57.5700	-48.4800
1527.3500	-59.0300	-50.3300	-57.5400	-48.4600
1527.3550	-58.9800	-50.3700	-57.6400	-48.4600
1527.3600	-59.0100	-50.4900	-57.8100	-48.5100
1527.3650	-59.1300	-50.6500	-58.0100	-48.2700
1527.3700	-59.0800	-50.5200	-57.8700	-48.2500
1527.3750	-59.0800	-50.4700	-57.7300	-48.3000
1527.3800	-59.0900	-50.5100	-57.7400	-48.3400
1527.3850	-59.1400	-50.5500	-57.8600	-48.3000
1527.3900	-59.2500	-50.4100	-57.7200	-48.1600
1527.3950	-59.2900	-50.4100	-57.9100	-48.0000
1527.4000	-59.4800	-50.4900	-57.9500	-47.8600
1527.4050	-59.5700	-50.4800	-57.8500	-47.7800
1527.4100	-59.5800	-50.4000	-57.6800	-47.8200
1527.4150	-59.6300	-50.4600	-57.7300	-47.9000
1527.4200	-59.5400	-50.5200	-57.7400	-47.8800
1527.4250	-59.6200	-50.4500	-57.7000	-47.8600
1527.4300	-59.5500	-50.3800	-57.6900	-47.8800
1527.4350	-59.4500	-50.3700	-57.7800	-47.9400
1527.4400	-59.6500	-50.4200	-57.6900	-47.8800
1527.4450	-59.5100	-50.4900	-57.7600	-47.9900
1527.4500	-59.4000	-50.4100	-57.7500	-48.1600
1527.4550	-59.3400	-50.3600	-57.7100	-48.3000
1527.4600	-59.3000	-50.4300	-57.7100	-48.2200
1527.4650	-59.2400	-50.3600	-57.5800	-48.3600
1527.4700	-59.2100	-50.4100	-57.7800	-48.3700
1527.4750	-59.1300	-50.3800	-57.8600	-48.4700
1527.4800	-59.1500	-50.3800	-57.7900	-48.6300
1527.4850	-59.2700	-50.5100	-57.8000	-48.4100
1527.4900	-59.2000	-50.5000	-57.8400	-48.4400
1527.4950	-59.1400	-50.4500	-57.7700	-48.4600
1527.5000	-59.1700	-50.4500	-57.8000	-48.3700
1527.5050	-59.2100	-50.4600	-57.8900	-48.1700
1527.5100	-59.2100	-50.4100	-57.8100	-48.1500
1527.5150	-59.2600	-50.5100	-57.9100	-48.1500
1527.5200	-59.3400	-50.5500	-57.8700	-47.9800
1527.5250	-59.2900	-50.4700	-57.8100	-47.9000
1527.5300	-59.2000	-50.4000	-57.8000	-48.0500
1527.5350	-59.1800	-50.5100	-57.8100	-47.9600
1527.5400	-59.1500	-50.3000	-57.6600	-47.9000
1527.5450	-59.1800	-50.4100	-57.6800	-47.8300
1527.5500	-59.2700	-50.5100	-57.7800	-47.7900
1527.5550	-59.3100	-50.4800	-57.8700	-47.8300
1527.5600	-59.2100	-50.4000	-57.8100	-47.8500
1527.5650	-59.2200	-50.3600	-57.7600	-48.0700
1527.5700	-59.3500	-50.4000	-57.8300	-48.0700
1527.5750	-59.4700	-50.3300	-57.8100	-47.9600
1527.5800	-59.5600	-50.2100	-57.5700	-48.0600
1527.5850	-59.5700	-50.5400	-57.8200	-48.1200
1527.5900	-59.7100	-50.4700	-57.7600	-48.3400
1527.5950	-59.6800	-50.5300	-57.8900	-48.4100
1527.6000	-59.6800	-50.6100	-58.0600	-48.3500
1527.6050	-59.6800	-50.5600	-57.9700	-48.4500
1527.6100	-59.5300	-50.3300	-57.6800	-48.4300
1527.6150	-59.5400	-50.3500	-57.7100	-48.5100
1527.6200	-59.5300	-50.3700	-57.6800	-48.4700
1527.6250	-59.4700	-50.4000	-57.6200	-48.3500
1527.6300	-59.3900	-50.4600	-57.7000	-48.5100
1527.6350	-59.4300	-50.4200	-57.8000	-48.2400
1527.6400	-59.2400	-50.4900	-57.7300	-48.3100
1527.6450	-59.1600	-50.4300	-57.6200	-48.3300
1527.6500	-59.1500	-50.3600	-57.5800	-48.1100
1527.6550	-59.1600	-50.4100	-57.6600	-48.1200
1527.6600	-59.2200	-50.5000	-57.7800	-48.0500
1527.6650	-59.2300	-50.4900	-57.8000	-47.9600
1527.6700	-59.2300	-50.4500	-57.8100	-47.8600
1527.6750	-59.2000	-50.4400	-57.8100	-47.7900
1527.6800	-59.1400	-50.5100	-57.7800	-47.9200
1527.6850	-59.2300	-50.5600	-57.7900	-47.8800
1527.6900	-59.1700	-50.5000	-57.7300	-47.9200
1527.6950	-59.1600	-50.3900	-57.6500	-47.9900
1527.7000	-59.2100	-50.3100	-57.6300	-47.9700
1527.7050	-59.2500	-50.4100	-57.7700	-47.8600
1527.7100	-59.2000	-50.4200	-57.7600	-48.0500
1527.7150	-59.2600	-50.4600	-57.7900	-48.1700
1527.7200	-59.2700	-50.4500	-57.7400	-48.2300
1527.7250	-59.2200	-50.4000	-57.6000	-48.3700
1527.7300	-59.1800	-50.4200	-57.6700	-48.4800
1527.7350	-59.3600	-50.4600	-57.6300	-48.4400
1527.7400	-59.4600	-50.4500	-57.6000	-48.3700
1527.7450	-59.5200	-50.4200	-57.6100	-48.3800
1527.7500	-59.5500	-50.3800	-57.6700	-48.5600
1527.7550	-59.5600	-50.3100	-57.5600	-48.4600
1527.7600	-59.7100	-50.3800	-57.7400	-48.3200
1527.7650	-59.6900	-50.3800	-57.7400	-48.3000
1527.7700	-59.5900	-50.3600	-57.6400	-48.3800
1527.7750	-59.4800	-50.3600	-57.6700	-48.3700
1527.7800	-59.5000	-50.3400	-57.6100	-48.3000
1527.7850	-59.4400	-50.3000	-57.7000	-48.2200
1527.7900	-59.4700	-50.3800	-57.7500	-48.0900
1527.7950	-59.5000	-50.4200	-57.6900	-47.9600
1527.8000	-59.4400	-50.2800	-57.5100	-48.0500
1527.8050	-59.3500	-50.3900	-57.6900	-48.0000
1527.8100	-59.2900	-50.4900	-57.7700	-47.9800
1527.8150	-59.3000	-50.5900	-57.8100	-47.9300
1527.8200	-59.3000	-50.6100	-57.8000	-47.8600
1527.8250	-59.2000	-50.4300	-57.6400	-47.9700
1527.8300	-59.1000	-50.4600	-57.7300	-47.9900
1527.8350	-59.1400	-50.4100	-57.7200	-47.9300
1527.8400	-59.1600	-50.3800	-57.7000	-47.9300
1527.8450	-59.1600	-50.4500	-57.7400	-48.0900
1527.8500	-59.1600	-50.6500	-57.9100	-48.1900
1527.8550	-59.1600	-50.5200	-57.8700	-48.1000
1527.8600	-59.2400	-50.4800	-57.7100	-48.0800
1527.8650	-59.1800	-50.4300	-57.6200	-48.1900
1527.8700	-59.0800	-50.3700	-57.6800	-48.3700
1527.8750	-59.1500	-50.4100	-57.6300	-48.2800
1527.8800	-59.2900	-50.4500	-57.6400	-48.2700
1527.8850	-59.2500	-50.4700	-57.6500	-48.3100
1527.8900	-59.2300	-50.4200	-57.6000	-48.3400
1527.8950	-59.2800	-50.3500	-57.4500	-48.3100
1527.9000	-59.3500	-50.5000	-57.6100	-48.3600
1527.9050	-59.5000	-50.5500	-57.8200	-48.3500
1527.9100	-59.5300	-50.5200	-57.8600	-48.3200
1527.9150	-59.5400	-50.5100	-57.7600	-48.2800
1527.9200	-59.5800	-50.5600	-57.6800	-48.1900
1527.9250	-59.7000	-50.5600	-57.7100	-48.1100
1527.9300	-59.7100	-50.4500	-57.6500	-48.1200
1527.9350	-59.6700	-50.4300	-57.6700	-48.1800
1527.9400	-59.7500	-50.5200	-57.7700	-48.1800
1527.9450	-59.9300	-50.6400	-57.8500	-47.9200
1527.9500	-59.7600	-50.4600	-57.6900	-47.9600
1527.9550	-59.6600	-50.4000	-57.6100	-48.0500
1527.9600	-59.5600	-50.4000	-57.5700	-48.0300
1527.9650	-59.4900	-50.3900	-57.5300	-47.8900
1527.9700	-59.4500	-50.3000	-57.4800	-47.9800
1527.9750	-59.3800	-50.3300	-57.5800	-48.0100
1527.9800	-59.2700	-50.3700	-57.6900	-48.0500
1527.9850	-59.2300	-50.4000	-57.7300	-48.0700
1527.9900	-59.1600	-50.4100	-57.6800	-48.0500
1527.9950	-59.0100	-50.4100	-57.6500	-48.1000
1528.0000	-59.0000	-50.4200	-57.5900	-48.2400
1528.0050	-59.0400	-50.4400	-57.6200	-48.2500
1528.0100	-59.1400	-50.3800	-57.6300	-48.2100
1528.0150	-59.2000	-50.3200	-57.6000	-48.2300
1528.0200	-59.1100	-50.4500	-57.8100	-48.2400
1528.0250	-59.2100	-50.5100	-57.8400	-48.2800
1528.0300	-59.2500	-50.4500	-57.8400	-48.3500
1528.0350	-59.2300	-50.4200	-57.7500	-48.4200
1528.0400	-59.1700	-50.4300	-57.5600	-48.4200
1528.0450	-59.1400	-50.3300	-57.5200	-48.4300
1528.0500	-59.1400	-50.4500	-57.6900	-48.4000
1528.0550	-59.2300	-50.5200	-57.7900	-48.3000
1528.0600	-59.2800	-50.4600	-57.7900	-48.2000
1528.0650	-59.3400	-50.3500	-57.7700	-48.2200
1528.0700	-59.5300	-50.4400	-57.7600	-48.0800
1528.0750	-59.1500	-50.3500	-57.7300	-48.1100
1528.0800	-59.1400	-50.4100	-57.7200	-48.0600
1528.0850	-59.1600	-50.4700	-57.7700	-47.9100
1528.0900	-59.0400	-50.4100	-57.8700	-47.9600
1528.0950	-58.8700	-50.3900	-57.7300	-48.0600
1528.1000	-58.8800	-50.5600	-57.8800	-47.9700
1528.1050	-58.8900	-50.6100	-57.9200	-47.9300
1528.1100	-58.7500	-50.5600	-57.8500	-48.0100
1528.1150	-58.4500	-50.4800	-57.9200	-47.9900
1528.1200	-58.1800	-50.5900	-57.9500	-47.9000
1528.1250	-57.7600	-50.4900	-57.9500	-47.9700
1528.1300	-57.0300	-50.5400	-57.9400	-48.0600
1528.1350	-56.1900	-50.5800	-57.9200	-48.0800
1528.1400	-55.4300	-50.4200	-57.8200	-48.1000
1528.1450	-54.9200	-50.5600	-57.8700	-48.1500
1528.1500	-54.7400	-50.6100	-57.9300	-48.2300
1528.1550	-54.4600	-50.6000	-57.9400	-48.3200
1528.1600	-54.1700	-50.5300	-57.8600	-48.4200
1528.1650	-54.0000	-50.3800	-57.7100	-48.4200
1528.1700	-54.1900	-50.3100	-57.7100	-48.4000
1528.1750	-54.7200	-50.3800	-57.7000	-48.4100
1528.1800	-55.2900	-50.4900	-57.7700	-48.4600
1528.1850	-55.9100	-50.5500	-57.9000	-48.5200
1528.1900	-56.6300	-50.3900	-57.7000	-48.3300
1528.1950	-57.2000	-50.3500	-57.5600	-48.2200
1528.2000	-57.4900	-50.3900	-57.5400	-48.1900
1528.2050	-57.8200	-50.3800	-57.5900	-48.2000
1528.2100	-58.1900	-50.3400	-57.7100	-48.1800
1528.2150	-58.5000	-50.5100	-57.8600	-47.9500
1528.2200	-58.7100	-50.5700	-57.8200	-47.8900
1528.2250	-58.7900	-50.5700	-57.8000	-47.8800
1528.2300	-58.8700	-50.4900	-57.7800	-47.8900
1528.2350	-58.9800	-50.4200	-57.7400	-47.9300
1528.2400	-59.0900	-50.5300	-57.8800	-47.8300
1528.2450	-59.2200	-50.5600	-57.9100	-47.8600
1528.2500	-59.2900	-50.5300	-57.8300	-47.9300
1528.2550	-59.3400	-50.4700	-57.7200	-48.0200
1528.2600	-59.3500	-50.4300	-57.7000	-48.1200
1528.2650	-59.3000	-50.4500	-57.6500	-48.1700
1528.2700	-59.4800	-50.4400	-57.5500	-48.1800
1528.2750	-59.4200	-50.4800	-57.6300	-48.2400
1528.2800	-59.3900	-50.5300	-57.7900	-48.3700
1528.2850	-59.4800	-50.5500	-57.7800	-48.4500
1528.2900	-59.5000	-50.4300	-57.6500	-48.4900
1528.2950	-59.3700	-50.5100	-57.7600	-48.4700
1528.3000	-59.3100	-50.5200	-57.8600	-48.5500
1528.3050	-59.3100	-50.5400	-57.8700	-48.6700
1528.3100	-59.3300	-50.6300	-57.8500	-48.4000
1528.3150	-59.2400	-50.3600	-57.6600	-48.4600
1528.3200	-59.2300	-50.3800	-57.6100	-48.3400
1528.3250	-59.2200	-50.4200	-57.6700	-48.2200
1528.3300	-59.1600	-50.4500	-57.7400	-48.2100
1528.3350	-59.0600	-50.5200	-57.6900	-48.2500
1528.3400	-59.1500	-50.5200	-57.7000	-48.0900
